,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
1527,V24772L,M15,C,V24,772L,16AC21020,0.5,WH,BU,6110.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z38/1*1-L         ,,13.0,Z                                                           ,0,IP,,1899.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1528,V252124M,M15,C,V25,2124M,E25182700,0.5,BK,WH,7140.0,40.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z30/20*1-L        ,,13.0,Z                                                           ,M15.H-20,IP,,1666.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1529,V247436L,M15,C,V24,7436L,163460025,0.5,BK,YE,6750.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1530,V245540L,M15,C,V24,5540L,E25181400,0.5,WH,GN,7450.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z38/2*1-L         ,,13.0,Z                                                           ,M15.H-19,IP,CORTE,1666.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,SPLICE,M15-SS
1531,V247330L,M15,C,V24,7330L,E25183400,0.5,BN,  ,6670.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,E07972600,7331L             ,,5.5,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1532,V247331L,M15,C,V24,7331L,E25183400,0.5,BN,  ,7360.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,7330L             ,,5.5,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1533,V242126L,M15,C,V24,2126L,16AC68020,0.5,BK,GN,7555.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z30/21*1-L        ,,13.0,Z                                                           ,M15.R-15,IP,CORTE,1454.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,SPLICE,M15-SS
1534,V23493K,M15,C,V23,493K,16ACX1020,0.5,BU,  ,5490.0,40.0,E03732200,                  ,,3.8,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,M15.H-11,IP,,2111.0,TS,VS30,80.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,CORTE,M15-SS
1535,V235540K,M15,C,V23,5540K,E25181400,0.5,WH,GN,7125.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z38/2*1-L         ,,13.0,                                                            ,M15.H-12,IP,,1666.0,TS,VS30,40.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,SPLICE,M15-SS
1536,V237330K,M15,C,V23,7330K,E25183400,0.5,BN,  ,6115.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,E07972600,7331K             ,,5.5,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1537,V233749K,M15,C,V23,3749K,16AC30020,0.5,GY,YE,5300.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,,2111.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1538,V233744K,M15,C,V23,3744K,16AC63020,0.5,BK,GY,5880.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,SPLICE,2055.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1539,V233745K,M15,C,V23,3745K,E25181700,0.5,GY,VT,5880.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,,2055.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1540,V233748K,M15,C,V23,3748K,16AC65020,0.5,BK,VT,5300.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,CORTE,2111.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1541,V237437K,M15,C,V23,7437K,163460025,0.5,BK,YE,7050.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1542,V23772K,M15,C,V23,772K,16AC21020,0.5,WH,BU,5805.0,40.0,E03999200,                  ,329983100,4.0,                                                            ,,Z38/1*1-L         ,,13.0,                                                            ,0,IP,,1854.6374999999998,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1543,V242124L,M15,C,V24,2124L,E25182700,0.5,BK,WH,6875.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z30/20*1-L        ,,13.0,Z                                                           ,M15.R-14,IP,,1788.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,SPLICE,M15-SS
1544,V237436K,M15,C,V23,7436K,163460025,0.5,BK,YE,6305.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1545,V237331K,M15,C,V23,7331K,E25183400,0.5,BN,  ,6890.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,7330K             ,,5.5,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1546,V237432_1K,M15,X,V23,7432_1K,16AC51010,0.35,VT,BU,2755.0,40.0,E04004100,                  ,329983118,4.0,"TWISTED WITH 7432_2K,                                       ",E04004100,                  ,329983118,4.0,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1547,V237432_2K,M15,X,V23,7432_2K,16AC89010,0.35,GN,PK,2755.0,40.0,E04004100,                  ,329983118,4.0,"TWISTED WITH 7432_1K,                                       ",E04004100,                  ,329983118,4.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1548,V252126M,M15,C,V25,2126M,16AC68020,0.5,BK,GN,7950.0,40.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z30/21*1-L        ,,13.0,Z                                                           ,M15.H-21,IP,CORTE,1454.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1549,V263352_1N,M15,X,V26,3352_1N,16AC89060,1.5,GN,PK,7170.0,40.0,E06867300,                  ,,4.2,"TWISTED WITH 3352_2N,                                       ",,Z28/113*1-L       ,,13.0,                                                            ,M15.D-11,IP,CORTE,1666.0,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1550,V263352_2N,M15,X,V26,3352_2N,16AC86060,1.5,GN,BK,7170.0,40.0,E06867300,                  ,,4.2,"TWISTED WITH 3352_1N,                                       ",,Z28/114*1-L       ,,13.0,                                                            ,M15.D-13,IP,,1666.0,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1551,V263355_1N,M15,X,V26,3355_1N,16AC50060,1.5,VT,YE,7170.0,40.0,E06867300,                  ,,4.2,"TWISTED WITH 3355_2N,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.D-14,IP,,1666.0,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1552,V263262N,M15,C,V26,3262N,E25183400,0.5,BN,  ,4855.0,40.0,,                  ,,5.5,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,,2105.5325,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MULTI,CORTE,M15-SS
1553,V263250N,M15,C,V26,3250N,16AC65020,0.5,BK,VT,5830.0,40.0,E03999200,                  ,329983100,4.0,                                                            ,E03732200,                  ,,3.8,                                                            ,0,IP,,2055.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1554,V263252N,M15,C,V26,3252N,16AC63020,0.5,BK,GY,7140.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,E03732200,                  ,,3.8,                                                            ,0,IP,CORTE,1666.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1555,V263261N,M15,C,V26,3261N,E25183400,0.5,BN,  ,4340.0,40.0,,                  ,,5.5,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,0,IP,CORTE,2359.1349999999998,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MULTI,CORTE,M15-SS
1556,V263505_2N,M15,X,V26,3505_2N,16AC56040,0.75,VT,BK,4725.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3505_1N,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,0,IP,,2301.375,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1557,V263636_1N,M15,X,V26,3636_1N,16AC50060,1.5,VT,YE,6170.0,20.0,3202565W3,                  ,3299570N4,4.3,"TWISTED WITH 3636_2N,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.D-27,IP,CORTE,1899.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1558,V263636_2N,M15,X,V26,3636_2N,16AC56060,1.5,VT,BK,6170.0,20.0,3202565W3,                  ,3299570N4,4.3,"TWISTED WITH 3636_1N,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.D-28,IP,CORTE,1899.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1559,V263505_1N,M15,X,V26,3505_1N,16AC50040,0.75,VT,YE,4725.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3505_2N,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,0,IP,CORTE,2301.375,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1560,V263355_2N,M15,X,V26,3355_2N,16AC56060,1.5,VT,BK,7170.0,40.0,E06867300,                  ,,4.2,"TWISTED WITH 3355_1N,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.D-18,IP,CORTE,1666.0,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1561,V263499_1N,M15,X,V26,3499_1N,16AC50060,1.5,VT,YE,4710.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3499_2N,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.K-26,IP,SPLICE,2301.375,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1562,V263499_2N,M15,X,V26,3499_2N,16AC56060,1.5,VT,BK,4710.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3499_1N,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.K-27,IP,CORTE,2301.375,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1563,V261774N,M15,C,V26,1774N,163460025,0.5,BK,YE,7770.0,20.0,E03732200,                  ,,3.8,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,0,IP,,1454.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1564,V253748M,M15,C,V25,3748M,16AC65020,0.5,BK,VT,5930.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.B-21,IP,CORTE,2055.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V143250B,CORTE,CORTE,M15-SS
1565,V253749M,M15,C,V25,3749M,16AC30020,0.5,GY,YE,5965.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.R-18,IP,SPLICE,2055.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1566,V254807M,M15,C,V25,4807M,E25183400,0.5,BN,  ,1060.0,40.0,D_MULTICRIMP,                  ,,5.5,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,M15.M-16,IP,,,TS,VS30,80.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,,,,M15-SS
1567,V253745M,M15,C,V25,3745M,E25181700,0.5,GY,VT,6570.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.R-17,IP,,1788.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1568,V252130M,M15,C,V25,2130M,16AC21020,0.5,WH,BU,7010.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z38/1*1-L         ,,13.0,Z                                                           ,M15.B-23,IP,,1666.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1569,V252133M,M15,C,V25,2133M,16ACX4050,1.0,BN,  ,4590.0,40.0,,2132M             ,,5.5,                                                            ,3202533F2,                  ,320450463,4.7,                                                            ,M15.K-19,IP,SPLICE,2105.5325,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,40.0,,MULTI,CORTE,M15-SS
1570,V253744M,M15,C,V25,3744M,16AC63020,0.5,BK,GY,6570.0,40.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.H-13,IP,,1788.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1571,V257436M,M15,C,V25,7436M,163460025,0.5,BK,YE,7155.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1572,V257437M,M15,C,V25,7437M,163460025,0.5,BK,YE,7915.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1573,V25772M,M15,C,V25,772M,16AC21020,0.5,WH,BU,6755.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z38/1*1-L         ,,13.0,Z                                                           ,M15.B-24,IP,,1788.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1574,V257331M,M15,C,V25,7331M,E25183400,0.5,BN,  ,7730.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,7330M             ,,5.5,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1575,V25493M,M15,C,V25,493M,16ACX1020,0.5,BU,  ,6205.0,40.0,E03732200,                  ,,3.8,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,M15.H-17,IP,,1899.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,CORTE,M15-SS
1576,V255540M,M15,C,V25,5540M,E25181400,0.5,WH,GN,7950.0,40.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z38/2*1-L         ,,13.0,Z                                                           ,M15.H-18,IP,CORTE,1454.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1577,V257330M,M15,C,V25,7330M,E25183400,0.5,BN,  ,6940.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,7331M             ,,5.5,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1578,V174999_2E,M15,X,V17,4999_2E,16AC36060,1.5,GY,BK,4305.0,40.0,320260961,                  ,,4.3,"TWISTED WITH 4999_1E,                                       ",,Z28/112*1-L       ,,13.0,                                                            ,M15.G-16,IP,,2499.9249999999997,TT,VS30,80.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1579,V175008_1E,M15,X,V17,5008_1E,16AC89060,1.5,GN,PK,5050.0,40.0,320260961,                  ,,4.3,"TWISTED WITH 5008_2E,                                       ",,Z28/101*1-L       ,,13.0,                                                            ,M15.G-17,IP,,2105.5325,TT,VS30,120.0,3.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,80.0,,CORTE,SPLICE,M15-SS
