,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
1454,V203487_1H,M15,X,V20,3487_1H,16AC50060,1.5,VT,YE,5010.0,20.0,,Z28/115*1-L       ,,13.0,                                                            ,320260961,                  ,,4.3,                                                            ,,IP,CORTE,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1455,V203355_2H,M15,X,V20,3355_2H,16AC56060,1.5,VT,BK,7550.0,20.0,E06867300,                  ,,4.2,                                                            ,,Z28/116*1-L       ,,13.0,                                                            ,M15.B-20,IP,CORTE,1400.0,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1456,V06912_2,M15,X,V06,912_2,16AC15020,0.5,BU,VT,1394.0,40.0,E05911200,                  ,3204542D2,4.2,                                                            ,3202565V5,                  ,3299570M7,4.3,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1457,V06912_3,M15,X,V06,912_3,16AC45020,0.5,BN,VT,1394.0,40.0,E05911200,                  ,3204542D2,4.2,                                                            ,3202565V5,                  ,3299570M7,4.3,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1458,V232133K,M15,C,V23,2133K,16ACX4050,1.0,BN,  ,4420.0,20.0,,2132K             ,,5.5,                                                            ,3202533F2,                  ,320450463,4.7,                                                            ,M15.K-17,IP,CORTE,2359.1349999999998,TS,VS30,40.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,MULTI,CORTE,M15-SS
1459,V29100736,M15,C,V29,100736,16ACX1040,0.75,BU,  ,960.0,40.0,3202535M5,                  ,3204542D2,3.6,                                                            ,E11413900,                  ,,7.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1460,V29100739,M15,C,V29,100739,16ACX3040,0.75,GY,  ,960.0,40.0,3202535M5,                  ,3204542D2,3.6,                                                            ,E11413900,                  ,,7.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1461,V29100741,M15,C,V29,100741,16ACX5060,1.5,VT,  ,960.0,40.0,3202565W3,                  ,3299570N4,5.0,                                                            ,E11413800,                  ,,7.5,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1462,V29100735,M15,C,V29,100735,16ACX0040,0.75,YE,  ,960.0,40.0,3202535M5,                  ,3204542D2,3.6,                                                            ,E11413900,                  ,,7.0,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1463,V28377,M15,C,V28,377,16ACX4010,0.35,BN,  ,155.0,40.0,3202543P8,                  ,329983118,3.9,                                                            ,,Z75*1-L           ,,13.0,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1464,V28492,M15,C,V28,492,16AC83020,0.5,GN,GY,330.0,40.0,3202618R4,                  ,320454093,5.0,                                                            ,E05713900,                  ,329983100,5.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1465,V28493,M15,C,V28,493,16AC83020,0.5,GN,GY,340.0,40.0,3202618R4,                  ,320454093,5.0,                                                            ,E05713900,                  ,329983100,5.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1466,V29100830,M15,C,V29,100830,16ACX4060,1.5,BN,  ,973.0,40.0,E05917200,                  ,3299570N4,4.2,                                                            ,E11413800,                  ,,7.5,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1467,V131383A,M15,C,V13,1383A,E06991700,0.5,YE,BK,2205.0,60.0,E03355600,                  ,329983100,4.0,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,M15.I-14,IP,,,TS,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,360.0,,,,M15-SS
1468,V131384A,M15,C,V13,1384A,16ACX0020,0.5,YE,  ,2205.0,60.0,E03355600,                  ,329983100,4.0,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,M15.I-15,IP,,,TS,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,360.0,,,,M15-SS
1469,V29100746,M15,C,V29,100746,1633X4080,2.5,BN,  ,960.0,20.0,3202565W3,                  ,3299570N4,5.0,                                                            ,E11413300,                  ,,7.5,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1470,V29100742,M15,C,V29,100742,16AC73060,1.5,RD,GY,973.0,40.0,E05917200,                  ,3299570N4,4.2,                                                            ,E11413800,                  ,,7.5,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1471,V29100743,M15,C,V29,100743,16AC62060,1.5,BK,WH,973.0,40.0,E05917200,                  ,3299570N4,4.2,                                                            ,E11413800,                  ,,7.5,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1472,V29100745,M15,C,V29,100745,16ACX4060,1.5,BN,  ,960.0,40.0,3202565W3,                  ,3299570N4,5.0,                                                            ,E11413800,                  ,,7.5,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1473,V28376,M15,C,V28,376,16ACX4020,0.5,BN,  ,275.0,40.0,3202618R4,                  ,320454093,5.0,                                                            ,,Z75*1-L           ,,13.0,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1474,V264994N,M15,C,V26,4994N,E25183400,0.5,BN,  ,5230.0,40.0,,4993N             ,,5.5,                                                            ,E03732200,                  ,,3.8,                                                            ,0,IP,CORTE,2105.5325,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MULTI,CORTE,M15-SS
1475,V266537N,M15,C,V26,6537N,E25183400,0.5,BN,  ,4170.0,40.0,,6536N             ,,6.0,                                                            ,32025Y3CP,                  ,329983100,4.0,                                                            ,0,IP,CORTE,2359.1349999999998,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MULTI,CORTE,M15-SS
1476,V266539N,M15,C,V26,6539N,16AC21020,0.5,WH,BU,6090.0,20.0,32025Y3CP,                  ,329983100,4.0,                                                            ,,Z38/1*1-L         ,,13.0,                                                            ,0,IP,CORTE,1899.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1477,V26493N,M15,C,V26,493N,16ACX1020,0.5,BU,  ,5610.0,40.0,E03732200,                  ,,3.8,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,0,IP,CORTE,2055.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1478,V264230_1N,M15,X,V26,4230_1N,16AC50060,1.5,VT,YE,6690.0,40.0,3202565W3,                  ,3299570N4,4.3,"TWISTED WITH 4230_2N,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.H-24,IP,CORTE,1788.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1479,V264230_2N,M15,X,V26,4230_2N,16AC56060,1.5,VT,BK,6690.0,40.0,3202565W3,                  ,3299570N4,4.3,"TWISTED WITH 4230_1N,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.H-25,IP,CORTE,1788.0,TS,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1480,V264807N,M15,C,V26,4807N,E25183400,0.5,BN,  ,1195.0,40.0,D_MULTICRIMP,                  ,,6.0,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,M15.M-18,,SPLICE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1481,V271,M15,C,V27,1,16AC02040,0.75,YE,WH,3130.0,40.0,E05713900,                  ,329983100,5.0,                                                            ,E03999200,                  ,329983100,5.0,                                                            ,M15.R-19,IP,SPLICE,2002.0,TS,VS30,80.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,CORTE,M15-SS
1482,V272,M15,C,V27,2,16AC3A040,0.75,GY,OG,1095.0,40.0,E05713900,                  ,329983100,5.0,                                                            ,E03999200,                  ,329983100,5.0,                                                            ,M15.R-20,IP,CORTE,3125.0,TS,VS30,80.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,V272,CORTE,CORTE,M15-SS
1483,V28375,M15,C,V28,375,16ACX4020,0.5,BN,  ,2665.0,20.0,3202618R4,                  ,320454093,5.0,                                                            ,,Z75*1-L           ,,13.0,                                                            ,,,SPLICE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1484,V26772N,M15,C,V26,772N,16AC21020,0.5,WH,BU,5700.0,40.0,E03999200,                  ,329983100,4.0,                                                            ,,Z38/1*1-L         ,,13.0,                                                            ,0,IP,SPLICE,1854.6374999999998,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1485,V266541N,M15,C,V26,6541N,E25181400,0.5,WH,GN,6720.0,20.0,32025Y3CP,                  ,329983100,4.0,                                                            ,,Z38/2*1-L         ,,13.0,                                                            ,0,IP,CORTE,1788.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1486,V267380N,M15,C,V26,7380N,163460025,0.5,BK,YE,5490.0,40.0,,Z36/66*1-L        ,,13.0,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1487,V267441N,M15,C,V26,7441N,163460025,0.5,BK,YE,7730.0,20.0,E03732200,                  ,,3.8,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,,IP,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1488,V131385A,M15,C,V13,1385A,16AC04020,0.5,YE,BN,2205.0,60.0,E03355600,                  ,329983100,4.0,                                                            ,E03355500,                  ,329983100,4.0,                                                            ,M15.I-16,IP,CORTE,,TS,VS30,600.0,10.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0,0.0,0.0,360.0,,,,M15-SS
1489,V133487_2A.1,M15,X,V13,3487_2A.1,16AC56060,1.5,VT,BK,4445.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3487_1A.1,                                     ",,Z28/116*1-L       ,,13.0,Z                                                           ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,CORTE,SPLICE,M15-SS
1490,V133487_2A.2,M15,X,V13,3487_2A.2,16AC56060,1.5,VT,BK,4445.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3487_1A.2,                                     ",,Z28/116*1-L       ,,13.0,Z                                                           ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1491,V133493_1A.1,M15,X,V13,3493_1A.1,16AC50040,0.75,VT,YE,4085.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3493_2A.1,                                     ",,Z28/115*1-L       ,,13.0,Z                                                           ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1492,V133487_1A.2,M15,X,V13,3487_1A.2,16AC50060,1.5,VT,YE,4445.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3487_2A.2,                                     ",,Z28/115*1-L       ,,13.0,Z                                                           ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1493,V38955,M15,C,V38,955,16ACX4010,0.35,BN,  ,7008.0,20.0,E00029139,                  ,,5.0,                                                            ,E00029220,                  ,329983118,3.6,                                                            ,,,MECAL,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1494,V38956,M15,C,V38,956,169AX8010,0.35,GN,  ,7008.0,20.0,E00029139,                  ,,5.0,                                                            ,E00029220,                  ,329983118,3.6,                                                            ,,,SPLICE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1495,V133487_1A.1,M15,X,V13,3487_1A.1,16AC50060,1.5,VT,YE,4445.0,20.0,320260961,                  ,,4.3,"TWISTED WITH 3487_2A.1,                                     ",,Z28/115*1-L       ,,13.0,Z                                                           ,0,IP,CORTE,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1496,V133499_2A,M15,X,V13,3499_2A,16AC56060,1.5,VT,BK,4965.0,15.0,320260961,                  ,,4.3,"TWISTED WITH 3499_1A,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.A-27,IP,SPLICE,2301.375,TT,VS30,45.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,CORTE,SPLICE,M15-SS
1497,V133505_1A,M15,X,V13,3505_1A,16AC50040,0.75,VT,YE,4815.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3505_2A,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.A-28,IP,SPLICE,2301.375,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1498,V133505_2A,M15,X,V13,3505_2A,16AC56040,0.75,VT,BK,4815.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3505_1A,                                       ",,Z28/116*1-L       ,,13.0,                                                            ,M15.A-29,IP,,2301.375,TT,VS30,80.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,CORTE,SPLICE,M15-SS
1499,V133499_1A,M15,X,V13,3499_1A,16AC50060,1.5,VT,YE,4965.0,15.0,320260961,                  ,,4.3,"TWISTED WITH 3499_2A,                                       ",,Z28/115*1-L       ,,13.0,                                                            ,M15.A-18,IP,CORTE,2301.375,TT,VS30,45.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,CORTE,SPLICE,M15-SS
1500,V133493_1A.2,M15,X,V13,3493_1A.2,16AC50040,0.75,VT,YE,4085.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3493_2A.2,                                     ",,Z28/115*1-L       ,,13.0,                                                            ,0,IP,CORTE,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1501,V133493_2A.1,M15,X,V13,3493_2A.1,16AC56040,0.75,VT,BK,4085.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3493_1A.1,                                     ",,Z28/116*1-L       ,,13.0,Z                                                           ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1502,V133493_2A.2,M15,X,V13,3493_2A.2,16AC56040,0.75,VT,BK,4085.0,40.0,E03732200,                  ,,3.8,"TWISTED WITH 3493_1A.2,                                     ",,Z28/116*1-L       ,,13.0,                                                            ,0,IP,,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1503,V38954,M15,C,V38,954,16AC38010,0.35,GY,GN,7008.0,20.0,E00029139,                  ,,5.0,                                                            ,E00029220,                  ,329983118,3.6,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1504,V31518R,M15,C,V31,518R,16AC41020,0.5,BN,BU,1415.0,40.0,E03355600,                  ,329983100,4.0,                                                            ,E05917100,                  ,3299570M7,4.9,                                                            ,0,IP,CORTE,3125.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1505,V31522R,M15,C,V31,522R,16AC16040,0.75,BU,BK,1415.0,40.0,E03355600,                  ,329983100,4.0,                                                            ,E05917100,                  ,3299570M7,4.9,                                                            ,0,IP,,3125.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1506,V31524R,M15,C,V31,524R,16AC14040,0.75,BU,BN,1415.0,40.0,E03355600,                  ,329983100,4.0,                                                            ,E05917100,                  ,3299570M7,4.9,                                                            ,0,IP,,3125.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1507,V30526,M15,C,V30,526,E25180200,0.5,YE,GN,1650.0,40.0,E05917100,                  ,3299570M7,4.9,                                                            ,E03355600,                  ,329983100,4.0,                                                            ,0,IP,,2654.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1508,V30518,M15,C,V30,518,16AC41020,0.5,BN,BU,1650.0,40.0,E05917100,                  ,3299570M7,4.9,                                                            ,E03355600,                  ,329983100,4.0,                                                            ,0,IP,,2654.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1509,V30522,M15,C,V30,522,16AC16040,0.75,BU,BK,1650.0,40.0,E05917100,                  ,3299570M7,4.9,                                                            ,E03355600,                  ,329983100,4.0,                                                            ,0,IP,,2654.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1510,V30524,M15,C,V30,524,16AC14040,0.75,BU,BN,1650.0,40.0,E05917100,                  ,3299570M7,4.9,                                                            ,E03355600,                  ,329983100,4.0,                                                            ,0,IP,MECAL,2654.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1511,V374784_1,M15,X,V37,4784_1,16ACX1010,0.35,BU,  ,614.0,40.0,320257C06,                  ,3204542D2,3.6,                                                            ,E13402500,                  ,3204542D2,4.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1512,V374784_2,M15,X,V37,4784_2,16AC12010,0.35,BU,WH,614.0,40.0,320257C06,                  ,3204542D2,3.6,                                                            ,E13402500,                  ,3204542D2,4.0,                                                            ,,,CORTE,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1513,V37TW4784,M15,M,V37,TW4784,,0.0,,,557.0,40.0,,,,0.0,                                                            ,,,,0.0,                                                            ,,,CORTE,,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1514,V364048,M15,C,V36,4048,16ACX8020,0.5,GN,  ,1935.0,40.0,320261498,                  ,320455A8R,5.0,                                                            ,3202581H9,                  ,,4.8,                                                            ,,,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
1515,V31526R,M15,C,V31,526R,E25180200,0.5,YE,GN,1415.0,40.0,E03355600,                  ,329983100,4.0,                                                            ,E05917100,                  ,3299570M7,4.9,                                                            ,0,IP,,3125.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1516,V351T,M15,C,V35,1T,16AC02040,0.75,YE,WH,2490.0,40.0,E05713900,                  ,329983100,5.0,                                                            ,E03999200,                  ,329983100,5.0,                                                            ,0,IP,CORTE,2533.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M15-SS
1517,V352T,M15,C,V35,2T,16AC3A040,0.75,GY,OG,1095.0,40.0,E05713900,                  ,329983100,5.0,                                                            ,E03999200,                  ,329983100,5.0,                                                            ,M15.R-20,IP,SPLICE,3125.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,V272,CORTE,CORTE,M15-SS
1518,V263986N,M15,C,V26,3986N,E25183400,0.5,BN,  ,4165.0,40.0,,                  ,,5.5,                                                            ,E03732200,                  ,,3.8,                                                            ,M15.K-28,IP,CORTE,2499.9249999999997,TT,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MULTI,CORTE,M15-SS
1519,V243748L,M15,C,V24,3748L,16AC65020,0.5,BK,VT,6120.0,20.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.R-16,IP,CORTE,1899.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,CORTE,M15-SS
1520,V243749L,M15,C,V24,3749L,16AC30020,0.5,GY,YE,6120.0,20.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.H-15,IP,,1899.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,CORTE,M15-SS
1521,V24493L,M15,C,V24,493L,16ACX1020,0.5,BU,  ,6655.0,20.0,E03732200,                  ,,3.8,                                                            ,E19973500,                  ,329983100,3.6,                                                            ,M15.H-16,IP,,1788.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,CORTE,M15-SS
1522,V243745L,M15,C,V24,3745L,E25181700,0.5,GY,VT,6935.0,20.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.H-14,IP,SPLICE,1788.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,CORTE,M15-SS
1523,V242130L,M15,C,V24,2130L,16AC21020,0.5,WH,BU,6655.0,20.0,3202533F2,                  ,320450463,4.7,                                                            ,,Z38/1*1-L         ,,13.0,Z                                                           ,0,IP,,1788.0,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M15-SS
1524,V242133L,M15,C,V24,2133L,16ACX4050,1.0,BN,  ,4290.0,20.0,,2132L             ,,5.5,                                                            ,3202533F2,                  ,320450463,4.7,                                                            ,M15.K-18,IP,,2359.1349999999998,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,MULTI,CORTE,M15-SS
1525,V243744L,M15,C,V24,3744L,16AC63020,0.5,BK,GY,6935.0,20.0,E03732200,                  ,,3.8,                                                            ,E03999200,                  ,329983100,4.0,                                                            ,M15.R-13,IP,CORTE,1788.0,TS,VS30,40.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,,CORTE,CORTE,M15-SS
1526,V247437L,M15,C,V24,7437L,163460025,0.5,BK,YE,7495.0,20.0,E03999200,                  ,329983100,4.0,                                                            ,,Z36/66*1-L        ,,13.0,                                                            ,,IP,,,TS,VS30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M15-SS
